longitude,latitude,primary_unitid,zone,dispatch_date_to_onscene_date_mins
-68.72145,18.6094,B-1101,S-HIG,19
-69.823,18.4797,B-0153,S-B3,8.7
-69.940933,18.542667,B-0152,S-B2,22.9
-69.9914,18.532867,B-0126,S-A2,17.5
-69.924617,18.495967,B-0155,S-A1,17.7
-69.81305,18.521583,B-0155,S-B3,6.2
-69.801283,18.536733,A-0116,S-B3,9.3
-69.790733,18.473267,B-0154,S-B3,13.2
-69.886733,18.5496,B-0146,S-B2,20.5
-69.8269,18.5225,,S-B3,
-69.815556,18.510278,B-0153,S-B3,
-69.830333,18.5345,A-0114,S-B3,9.1
-69.7773,18.4813,B-0153,S-B3,39.4
-69.8699,18.5262,,S-B2,
-69.307233,18.4591,CRD-2301,S-SPM,14.6
-69.92925,18.4583,B-0102,S-A1,12.3
-69.849967,18.547167,A-0113,S-B2,11.6
-69.881367,18.51695,CRD-0160,S-B1,10.5
-68.911833,18.673017,CRD-1102,S-HIG,12.9
-70.107883,18.414767,CRD-2103,S-SC,13.2
-70.053,18.524,B-0125,S-A2,14.2
-70.32898541,18.27744815,A-1702,S-BAN,37
-68.81565,18.630117,CRD-1102,S-HIG,21.4
-69.861417,18.557083,B-0148,S-B2,10.4
-69.893533,18.529183,B-0144,S-B2,23.4
-68.4044,18.613,A-1104,S-HIG,26.5
-69.30145,18.465383,CRD-2303,S-SPM,11.8
-69.992817,18.490267,CRD-0113,S-A3,17.7
-70.115733,18.4061,CRD-2105,S-SC,8.5
-69.886467,18.518517,B-0138,S-B1,12.7
-69.99365,18.42705,B-0136,S-A3,7.5
-70.03385,18.52265,A-0104,S-A2,13.1
-69.98415,18.44635,B-0114,S-A3,17.7
-69.697,18.4701,,S-B2,
-69.9093,18.4989,B-0110,S-A1,15.2
-69.882033,18.5451,B-0143,S-B2,22.5
-69.996533,18.732067,CRD-2903,S-YAM,10.4
-69.9834,18.4257,B-0114,S-A3,2.5
-69.894833,18.4808,B-0121,S-A1,6.9
-69.840583,18.50265,B-0139,S-B1,17.3
-69.833,18.48365,A-0106,S-B1,15
-69.977567,18.469783,B-0105,S-A3,27.4
-69.7946,18.50455,B-0156,S-B3,23.2
-69.8737,18.5197,,S-B1,
-69.8831,18.5108,B-0141,S-B1,
-69.299,18.5692,,S-CON,
-69.89315,18.484383,A-0103,S-A1,13.5
-69.3114,18.4687,CRD-2303,S-SPM,
-69.86125,18.5554,B-0143,S-B2,13.2
-68.9716,18.4277,CRD-1203,S-LRO,5.9
-70.015167,18.455567,B-2110,S-BH,9.9
-69.964383,18.439933,A-0110,S-A3,51.6
-69.310033,18.4402,A-2301,S-SPM,8.2
-70.2899,18.2633,A-1701,S-BAN,21.7
-69.8077,18.511,A-0114,S-B3,7.6
-69.933183,18.615833,B-2905,S-B2,
-69.830517,18.482433,A-0106,S-B1,16.7
-69.9935,18.5399,B-0117,S-A2,54.5
-69.9353,18.5934,,S-B2,
-70.052217,18.548617,A-0105,S-A2,14.5
-69.81475,18.538017,A-0114,S-B3,10.8
-69.7661,18.4699,CRD-0162,S-B3,
-69.6997,18.5589,,S-B2,
-70.021,18.5073,B-0130,S-A2,
-69.837567,18.495033,B-0138,S-B1,55.1
-69.9812,18.4862,CRD-0123,S-A3,14.3
-69.773,18.48955,A-0116,S-B3,19.2
-69.8446,18.5037,,S-B1,
-68.84035,18.439933,A-1109,S-SRY,33.5
-69.893867,18.493317,B-0101,S-A1,16.9
-69.648683,18.466933,B-0158,S-B2,22.7
-70.045217,18.434833,CRD-2111,S-BH,51.5
-69.83835,18.473717,B-0119,S-B1,11.6
-69.901733,18.544583,B-0144,S-B2,16.9
-69.9996,18.7757,A-2901,S-YAM,24.7
-69.8656,18.549983,B-0151,S-B2,7.3
-69.9929,18.501,A-0109,S-A3,
-69.94295,18.4543,B-0120,S-A3,11.5
-69.837283,18.533267,B-0155,S-B3,24
-70.1719,18.3917,CRD-2107,S-SC,19.5
-70.333612,18.278056,CRD-1702,S-BAN,15.6
-68.740183,18.619933,A-1108,S-HIG,22
-69.993483,18.4621,CRD-0113,S-A3,33.3
-70.114,18.4071,CRD-2105,S-SC,22.6
-70.120767,18.411033,CRD-2105,S-SC,15.5
-69.8859,18.4723,B-0101,S-A1,22.4
-69.888033,18.538817,B-0150,S-B2,8.5
-69.6836,18.4563,A-0117,S-B3,
-69.801883,18.46505,B-0154,S-B3,22.5
-69.8665,18.5133,A-0108,S-B1,
-69.8758,18.4806,,S-B1,
-69.9372,18.4414,,S-A3,
-69.93395,18.541667,B-0149,S-B2,12.4
-69.025,18.4755,CRD-1205,S-VHE,12.7
-69.801317,18.542967,B-0157,S-B3,21.9
-69.8215,18.5182,,S-B3,
-70.059433,18.646767,B-0134,S-A2,10.4
-69.992,18.4666,,S-A3,
-70.0081,18.4945,,S-A2,
-69.027083,18.437017,CRD-1204,S-VHE,11.8
-69.95495,18.45965,B-0120,S-A3,10.3
-69.8688,18.4841,B-0137,S-B1,
-69.82835,18.47745,B-0119,S-B1,8.7
-69.899333,18.520083,B-0144,S-B2,9.7
-70.48865,18.219433,CRD-1706,S-BAN,7.5
-68.6805,18.433583,A-1109,S-SRY,16.9
-69.690183,18.458133,B-0159,S-B2,13.7
-69.3044,18.486717,CRD-2303,S-SPM,14.5
-69.792767,18.53235,A-0116,S-B3,16.5
-69.6836,18.4563,A-0117,S-B3,
-69.9084,18.504533,B-0110,S-A1,16.9
-68.7338,18.6078,,S-HIG,
-70.0525,18.4949,CRD-0123,S-A2,
-69.8738,18.5066,,S-B1,
-69.7895,18.49645,CRD-0162,S-B3,24.2
-69.918,18.5623,,S-B2,
-70.034667,18.480433,CRD-0116,S-A2,7.9
-69.99705,18.477667,CRD-0113,S-A3,20.2
-69.867733,18.5035,A-0108,S-B1,10.7
-69.00415,18.454333,CRD-1201,S-LRO,12.5
-70.048417,18.549433,CRD-0123,S-A2,9.8
-68.3664,18.6426,A-1107,S-HIG,9
-69.83015,18.508317,B-0139,S-B1,35.4
-68.7191,18.6467,A-1102,S-HIG,18.8
-69.9877,18.5174,A-0109,S-A3,14.3
-69.6742,18.49655,B-0154,S-B2,13.4
-69.3021,18.4461,A-2301,S-SPM,13.1
-69.300517,18.4435,CRD-2306,S-SPM,15.4
-69.832817,18.48265,B-0112,S-B1,0
-70.116367,18.405217,CRD-2105,S-SC,10.9
-69.8161,18.535,B-0156,S-B3,
-70.078067,18.559617,A-0105,S-A2,16.8
-69.885067,18.503633,B-0102,S-A1,2.6
-70.031467,18.416917,CRD-2111,S-BH,17.7
-69.887217,18.48635,B-0121,S-A1,2.4
-70.1365,18.526417,CRD-2116,S-VAL,14.4
-69.881389,18.516667,,S-B1,
-70.011233,18.453033,B-2110,S-BH,23.9
-68.4197,18.5848,A-1107,S-HIG,37.6
-69.274683,18.477433,CRD-2301,S-SPM,12
-69.947167,18.451017,B-0124,S-A3,14
-69.991933,18.492367,B-0111,S-A3,21.2
-69.920367,18.573667,A-0113,S-B2,14
-69.940583,18.53895,B-0149,S-B2,19.3
-70.008733,18.495917,B-0105,S-A3,18.3
-69.924933,18.496567,B-0133,S-A1,37.3
-69.813017,18.492433,B-0157,S-B3,18.7
-69.29775,18.460583,A-2301,S-SPM,8.1
-69.8406,18.473,B-0119,S-B1,
-69.301267,18.446417,A-2301,S-SPM,16
-68.6958,18.6353,A-1102,S-HIG,
-69.875517,18.54195,A-0113,S-B2,10.7
-70.0384,18.5152,B-0130,S-A2,
-70.064445,18.645556,B-0134,S-A2,
-69.890283,18.485833,A-0103,S-A1,23.9
-69.60960286,18.45567091,A-0117,S-B2,21.2
-70.024733,18.4099,A-2103,S-BH,8.4
-69.982717,18.487133,CRD-0123,S-A3,11.8
-70.47825,18.21645,CRD-1706,S-BAN,16.6
-70.327817,18.240767,CRD-1702,S-BAN,1.8
-69.926883,18.540983,B-0152,S-B2,3.4
-69.29955,18.44675,CRD-2302,S-SPM,23
-69.697,18.4701,B-0159,S-B3,49.5
-69.797217,18.554367,B-0155,S-B3,18.5
-68.7442,18.6709,B-1101,S-HIG,
-70.025033,18.773983,A-2901,S-YAM,36.1
-70.4174,18.2475,CRD-1705,S-MAT,
-69.9684,18.4786,CRD-0123,S-A3,24.7
-69.3114,18.4687,CRD-2301,S-SPM,14.4
-70.01035,18.5379,B-0126,S-A2,10.4
-69.6837,18.4715,,S-B2,
-70.036333,18.524433,B-0125,S-A2,13
-69.307617,18.473467,CRD-2303,S-SPM,16.6
-69.90185,18.483933,A-0103,S-A1,8.5
-68.980633,18.422317,CRD-1201,S-LRO,26.4
-69.641467,18.46585,B-0158,S-B2,17.1
-68.530278,18.739723,B-1103,S-HIG,
-69.3016,18.47855,CRD-2306,S-SPM,41.3
-68.9888,18.4352,CRD-1201,S-LRO,
-70.05265,18.545933,B-0126,S-A2,15.1
-70.3236,18.284717,CRD-1702,S-BAN,22.1
-69.89555,18.4923,B-0115,S-A1,17.2
-69.891183,18.481383,B-0102,S-A1,22.2
-69.88855,18.509183,B-0115,S-A1,13.3
-69.985117,18.493433,A-0110,S-A3,10.8
-70.426517,18.2475,CRD-1705,S-MAT,12.6
-69.864967,18.5393,B-0150,S-B2,8.5
-69.95465,18.448417,B-0104,S-A3,16.7
-70.0318,18.5163,B-0117,S-A2,8.4
-68.7056,18.611,A-1102,S-HIG,8.9
-69.984217,18.537517,B-0130,S-A3,8.4
-69.767283,18.526867,B-0154,S-B3,17.7
-68.975433,18.43575,CRD-1202,S-LRO,12.7
-70.021217,18.534583,B-0125,S-A2,37.7
-70.026,18.528733,A-0104,S-A2,0
-69.860333,18.543417,B-0146,S-B2,14.5
-69.988533,18.459983,B-0105,S-A3,7.4
-69.81505,18.5006,B-0156,S-B3,19.9
-69.869567,18.482067,B-0137,S-B1,14.6
-68.713233,18.589267,B-1101,S-HIG,17
-68.980933,18.420667,CRD-1203,S-LRO,6.9
-69.958517,18.43525,B-0104,S-A3,18.8
-69.8435,18.5358,A-0114,S-B3,
-69.6166,18.450467,A-0117,S-B2,5.5
-70.0091,18.4902,,S-A3,
-70.135667,18.5484,CRD-2116,S-VAL,20.7
-69.9084,18.4886,,S-A1,
-70.0299,18.532,B-0130,S-A2,
-69.884317,18.5047,B-0115,S-A1,12.7
-69.6097,18.4508,,S-B2,
-69.0277,18.457967,CRD-1202,S-VHE,49.1
-70.0091,18.4902,,S-A2,
-69.87095,18.522633,B-0143,S-B2,7.7
-69.3057,18.445,,S-SPM,
-69.891283,18.471667,B-0121,S-A1,12.9
-69.4226,18.4336,A-2302,S-GUA,
-69.907733,18.558517,B-0144,S-B2,4.6
-68.4214849,18.60350183,A-1106,S-HIG,24.1
-68.7363,18.62355,CRD-1102,S-HIG,32.3
-70.17025,18.662517,A-2105,S-VAL,43.7
-69.858334,18.480278,B-0137,S-B1,
-69.85645,18.491183,B-0138,S-B1,15.3
-69.818167,18.522833,B-0157,S-B3,13.9
-69.9175,18.4782,A-0101,S-A1,28.7
-69.9059,18.50575,CRD-0132,S-A1,8.7
-70.2878,18.3128,A-1702,S-BAN,26.2
-69.9496,18.4624,B-0120,S-A3,
-69.948333,18.466417,B-0124,S-A3,12.8
-69.002617,18.403,CRD-1204,S-LRO,7.5
-69.8005,18.47445,B-0153,S-B3,20.1
-69.033867,18.430017,CRD-1204,S-VHE,21.2
-69.6836,18.4563,,S-B2,
-69.9643,18.6374,,S-B2,
-69.982433,18.4641,B-0129,S-A3,25.7
-69.8738,18.5066,B-0141,S-B1,
-69.896617,18.501083,B-0110,S-A1,18.4
-69.879117,18.530917,B-0143,S-B2,17.4
-70.030817,18.412883,CRD-2111,S-BH,9.6
-70.1355,18.5942,A-0105,S-A2,7
-69.884233,18.511367,B-0141,S-B1,23.2
-69.846433,18.501583,B-0139,S-B1,14.3
-69.806617,18.525467,B-0156,S-B3,20.6
-70.142933,18.540233,CRD-2116,S-VAL,13.5
-69.832683,18.469367,A-0106,S-B1,40.6
-69.86075,18.515567,A-0108,S-B1,14.7
-69.1427,18.5578,CRD-2305,S-RSA,8
-69.896883,18.480217,B-0101,S-A1,18.2
-69.950183,18.504117,B-0111,S-A3,14.6
-69.6837,18.4715,,S-B2,
-69.9067,18.5496,A-0113,S-B2,
-70.05025,18.4821,CRD-0113,S-A3,15.8
-70.012267,18.491417,CRD-0116,S-A3,13.1
-69.868533,18.516233,B-0137,S-B1,8.6
-68.660533,18.6523,A-1102,S-HIG,6.4
-70.03115,18.40915,B-2110,S-BH,13.7
-70.2912,18.270367,CRD-1702,S-BAN,32.5
-69.732333,18.48285,B-0153,S-B3,11.9
-70.1806,18.337083,A-2104,S-YAG,43.3
-69.84785,18.5181,B-0143,S-B1,24.8
-69.280933,18.460433,CRD-2301,S-SPM,3.7
-70.0285,18.5169,A-0104,S-A2,9.4
-69.866,18.4707,B-0112,S-B1,
-69.909683,18.5002,A-0107,S-A1,13.2
-69.930983,18.539133,B-0152,S-B2,12.7
-69.6837,18.4715,B-0159,S-B3,13.3
-70.3664,18.251,A-1701,S-BAN,7.3
-69.11925,18.44905,CRD-1205,S-RSA,0
-69.82015,18.512967,CRD-0162,S-B3,32.5
-69.894383,18.4967,CRD-0132,S-A1,5.4
-69.90665,18.4844,B-0108,S-A1,37
-69.814667,18.544783,A-0114,S-B3,13.3
-68.455883,18.682433,A-1103,S-HIG,17.3
-70.0257,18.5115,B-0131,S-A2,41.7
-70.3522,18.3129,CRD-1709,S-BAN,8.5
-69.001183,18.443317,CRD-1205,S-VHE,21.2
-69.026067,18.44255,CRD-1202,S-VHE,26.1
-69.8633,18.549,A-0113,S-B2,26.1
-69.8995,18.5606,B-0145,S-B2,
-69.767417,18.467633,CRD-0162,S-B3,5.7
-69.863917,18.535267,A-0113,S-B2,23.8
-70.0362,18.519733,B-0117,S-A2,34.8
-70.0309,18.4846,,S-A2,
-69.8349,18.5149,B-0141,S-B1,
-70.339817,18.278983,CRD-1701,S-BAN,0
-68.708083,18.58865,B-1101,S-HIG,20.2
-68.6643,18.64575,A-1103,S-HIG,8
-70.067633,18.419167,CRD-2113,S-SC,35.2
-69.295217,18.560283,CRD-2306,S-CON,12.5
-70.055733,18.545583,B-0128,S-A2,18.8
-68.7296,18.4958,A-1109,S-SRY,
-68.70955,18.627933,A-1108,S-HIG,14.4
-69.865433,18.523217,B-0146,S-B2,33.7
-70.002483,18.480967,CRD-0116,S-A3,11.3
-70.0356,18.540433,B-0126,S-A2,28.3
-69.895417,18.50295,A-0103,S-A1,19
-69.88775,18.468783,B-0102,S-A1,10.4
-69.922017,18.499167,B-0101,S-A1,16.8
-69.825667,18.528567,B-0142,S-B3,15.2
-70.166517,18.6413,CRD-2117,S-VAL,14.4
-70.004617,18.512733,B-0117,S-A2,0
-69.8732,18.496,B-0138,S-B1,8.3
-69.856933,18.474933,B-0119,S-B1,48.2
-69.863733,18.516633,A-0108,S-B1,4.8
-70.1125,18.421112,A-2102,S-SC,5.7
-68.9676,18.4139,CRD-1203,S-LRO,15.3
-69.840667,18.50445,B-0138,S-B1,6
-69.915167,18.5293,A-0111,S-B2,9.8
-69.845533,18.594283,B-0148,S-B2,19.6
-69.867367,18.491733,B-0141,S-B1,14.2
-69.293334,18.493056,CRD-2303,S-SPM,0.6
-69.881983,18.493133,B-0109,S-A1,13.9
-68.3678,18.5326,B-1104,S-HIG,40.4
-70.0091,18.4902,B-0125,S-A3,
-69.94955,18.451817,B-0124,S-A3,0
-69.8202,18.470917,A-0117,S-B3,25.4
-69.99605,18.731683,CRD-2903,S-YAM,20.4
-69.970717,18.484817,B-0111,S-A3,19
-68.716233,18.608783,CRD-1102,S-HIG,29
-70.027967,18.576,A-0105,S-A2,16.4
-69.882917,18.49615,B-0109,S-A1,18.3
-68.667967,18.816767,A-1104,S-HIG,16.1
-69.99145,18.471167,CRD-0113,S-A3,5.6
-69.691617,18.475983,A-0116,S-B2,4.2
-69.952533,18.468033,B-0120,S-A3,28.3
-70.009167,18.521633,B-0125,S-A2,13.6
-69.934867,18.48525,B-0122,S-A3,15.7
-69.8081,18.508067,B-0155,S-B3,13.3
-68.829217,18.449533,CRD-1106,S-SRY,21.6
-69.97595,18.518217,B-0111,S-A3,11.3
-69.943667,18.458767,B-0124,S-A3,17.3
-69.8669,18.6495,B-0146,S-B2,27.8
-69.81639,18.505833,B-0157,S-B3,5.3
-69.9311,18.4519,B-0127,S-A3,43.8
-69.8925,18.4792,A-0103,S-A1,18.5
-69.6308,18.4458,B-0158,S-B3,
-69.8579,18.492,,S-B1,
-69.939367,18.526433,B-0149,S-B2,11.6
-69.877333,18.467383,B-0137,S-B1,26.8
-69.838683,18.509567,B-0140,S-B1,9.7
-69.946683,18.454833,B-0120,S-A3,26.9
-69.828183,18.477517,B-0137,S-B3,20.6
-69.836167,18.491633,B-0138,S-B1,22.6
-70.014133,18.525867,A-0105,S-A2,23.3
-69.823,18.4797,,S-B3,
-70.005733,18.463933,B-0129,S-A3,19.6
-69.81675,18.527067,B-0157,S-B3,19.8
-69.790983,18.479,B-0155,S-B3,56.6
-69.888783,18.48115,B-0108,S-A1,16.6
-69.9906,18.4819,A-0110,S-A3,
-68.742467,18.65555,A-1102,S-HIG,25.9
-69.93916,18.534721,B-0145,S-B2,
-68.4044,18.613,A-1107,S-HIG,7.1
-69.891183,18.541133,B-0150,S-B2,21.2
-69.952433,18.5635,A-0112,S-B2,19.2
-69.90505,18.485883,CRD-0132,S-A1,18.2
-69.9794,18.4677,,S-A3,
-69.894767,18.490933,B-0121,S-A1,19.3
-70.04645,18.518483,B-0125,S-A2,40.8
-69.9929,18.501,A-0109,S-A3,45.2
-69.932217,18.5439,B-0145,S-B2,25.1
-69.856783,18.50575,B-0142,S-B1,16.1
-69.791367,18.510917,B-0157,S-B3,26.6
-69.7983,18.5274,B-0154,S-B3,
-70.13025,18.403967,CRD-2105,S-SC,6.8
-69.784083,18.4916,B-0153,S-B3,15.7
-69.8214,18.49955,B-0142,S-B3,42.9
-69.9281,18.5013,,S-A3,
-69.869667,18.512217,CRD-0160,S-B1,46.1
-69.832683,18.468883,A-0106,S-B1,27.2
-70.1127,18.4239,CRD-2103,S-SC,17.6
-70.077833,18.559567,A-0105,S-A2,7.5
-68.721389,18.639445,,S-HIG,
-69.98065,18.466483,B-0105,S-A3,11.6
-68.4044,18.613,B-1104,S-HIG,18.1
-69.82805,18.513267,B-0155,S-B3,26.2
-70.0562,18.6117,A-0105,S-A2,
-68.734633,18.6257,CRD-1102,S-HIG,11.5
-70.0402,18.48195,A-0110,S-A3,0.6
-68.9935,18.4063,CRD-1204,S-LRO,
-69.913267,18.53235,B-0144,S-B2,11.7
-69.8945,18.5052,B-0115,S-A1,14.2
-69.8799,18.4947,B-0121,S-A1,
-69.991133,18.428,B-0136,S-A3,19.3
-70.364667,18.258717,CRD-1704,S-BAN,25.2
-69.95455,18.481583,B-0106,S-A3,8.3
-70.058667,18.6451,B-0134,S-A2,40.7
-69.90705,18.567133,B-0151,S-B2,9
-69.768433,18.5659,CRD-2901,S-B3,23.7
-69.873317,18.5104,CRD-0160,S-B1,23.7
-69.8895,18.547567,A-0113,S-B2,14.3
-68.969683,18.426683,CRD-1201,S-LRO,24.4
-69.9794,18.4677,B-0136,S-A3,
-70.01475,18.569317,A-0105,S-A2,13.2
-69.891983,18.529767,B-0141,S-B2,0.8
-69.884733,18.5161,B-0141,S-B1,9.9
-69.9236,18.489,A-0101,S-A1,7
-69.996,18.5119,B-0130,S-A2,
-69.8078,18.5199,CRD-0161,S-B3,9.5
-69.9281,18.5013,A-0101,S-A1,15.8
-69.9283,18.538,B-0152,S-B2,30.2
-69.92985,18.491367,A-0103,S-A1,14.7
-68.4044,18.613,A-1106,S-HIG,13.7
-69.86025,18.520267,B-0112,S-B1,28.2
-68.63695,18.62155,A-1103,S-HIG,44.3
-69.8814,18.4832,A-0106,S-B1,15.4
-69.828683,18.475717,B-0155,S-B3,18
-69.878,18.4753,A-0106,S-B1,
-69.985017,18.519717,CRD-0123,S-A3,0
-69.9093,18.4989,,S-A1,
-69.963667,18.4447,B-0114,S-A3,8.4
-69.6837,18.4715,,S-B2,
-69.3011,18.464883,CRD-2303,S-SPM,10.9
-69.837283,18.533183,A-0114,S-B3,17.2
-69.994317,18.57215,B-0151,S-B2,22.1
-69.900133,18.542033,B-0144,S-B2,6.5
-69.8736,18.482867,B-0141,S-B1,16.4
-69.846833,18.469083,A-0108,S-B1,5.1
-69.8691,18.503,B-0142,S-B1,14.2
-69.9958,18.7333,,S-YAM,
-69.9692,18.5206,B-0111,S-A3,33.5
-69.9211548,18.48290307,A-0101,S-A1,23.4
-69.94225753,18.43768561,B-0127,S-A3,12.9
-69.866533,18.483483,B-0138,S-B1,17.7
-70.0057,18.5429,B-0126,S-A2,
-69.906067,18.493767,A-0103,S-A1,20.4
-69.927817,18.538733,B-0149,S-B2,6.8
-69.9921,18.4439,B-0114,S-A3,
-68.9677,18.4232,A-1201,S-LRO,6.7
-70.03185,18.48175,CRD-0116,S-A2,3.8
-69.912117,18.488433,A-0103,S-A1,5.5
-69.980767,18.521117,A-0109,S-A3,18.1
-70.033683,18.529533,B-0117,S-A2,27.8
-69.925567,18.5021,B-0110,S-A1,18.4
-69.993567,18.425133,B-0136,S-A3,29.7
-69.812683,18.520567,B-0155,S-B3,12.9
-69.973933,18.482083,CRD-0113,S-A3,24
-69.866133,18.47305,CRD-0160,S-B1,7.5
-68.71175,18.628883,A-1108,S-HIG,14
-69.8845,18.499917,B-0108,S-A1,20
-70.1477,18.3995,CRD-2107,S-SC,22.6
-70.0911,18.5697,A-0105,S-A2,
-68.585133,18.737033,B-1103,S-HIG,15.9
-69.811033,18.53495,A-0114,S-B3,9
-68.7117,18.6115,B-1101,S-HIG,5
-68.4197,18.5848,CRD-1102,S-HIG,
-69.670834,18.468612,,S-B2,
-70.0309,18.4846,,S-A2,
-69.901112,18.508612,,S-A1,
-69.94956711,18.46244641,,S-SC,
-70.018133,18.533067,B-0130,S-A2,20.5
-69.9281,18.5013,A-0101,S-A1,
-69.8945,18.5052,B-0133,S-A1,
-69.941417,18.54475,A-0111,S-B2,23.7
-69.8303,18.5223,CRD-0161,S-B3,16.7
-69.8995,18.5606,B-0150,S-B2,
-69.88515,18.566567,B-0139,S-B2,3
-69.844233,18.477517,B-0138,S-B1,15.7
-69.979367,18.47335,CRD-0123,S-A3,22.8
-69.6836,18.4563,B-0159,S-B3,10.7
-69.951483,18.454733,B-0124,S-A3,4.4
-69.8612,18.538717,B-0143,S-B2,17
-68.730983,18.489667,A-1109,S-SRY,12.3
-68.574165,18.624722,A-1103,S-HIG,9.3
-70.0152,18.52295,A-0104,S-A2,15.1
-70.1169,18.4528,CRD-2107,S-SC,41.9
-69.928067,18.58195,B-0151,S-B2,0
-69.9122,18.484167,B-0101,S-A1,31.5
-70.009317,18.478517,B-0105,S-A3,26.5
-68.999883,18.432683,CRD-1201,S-VHE,48.7
-70.0027,18.4916,,S-A2,
-70.0528,18.549533,A-0105,S-A2,13.4
-69.8889,18.496533,B-0115,S-A1,53.1
-69.865483,18.534933,B-0146,S-B2,11.3
-69.913733,18.55335,B-0152,S-B2,17.5
-69.8941,18.4767,B-0101,S-A1,41.6
-69.977223,18.445,B-0120,S-A3,19.2
-70.34395,18.29875,CRD-1701,S-BAN,11.9
-69.8222,18.4942,CRD-0161,S-B3,15.2
-69.8064,18.4728,B-0159,S-B3,14.6
-69.870183,18.475717,B-0119,S-B1,13.4
-69.9592,18.4376,B-0104,S-A3,12.3
-69.9283,18.538,B-0145,S-B2,
-69.8598,18.517783,A-0108,S-B1,13.2
-69.990517,18.474567,CRD-0113,S-A3,8.8
-69.963,18.436,B-0104,S-A3,10.3
-68.3678,18.5326,B-1104,S-HIG,
-70.077633,18.552783,A-0105,S-A2,11.2
-69.780183,18.5406,A-0116,S-B3,0.5
-69.889217,18.507317,CRD-0132,S-A1,37.6
-69.828983,18.50885,B-0156,S-B3,24.6
-70.0254,18.4233,CRD-2113,S-BH,
-69.929383,18.5482,B-0152,S-B2,27.2
-69.89755,18.505733,B-0115,S-A1,40.9
-69.9815,18.4744,B-0129,S-A3,
-69.901117,18.5077,B-0101,S-A1,48.3
-70.0027,18.4916,B-0104,S-A3,
-69.8995,18.5606,B-0144,S-B2,
-69.841017,18.502483,A-0106,S-B1,39.1
-69.816967,18.483933,A-0115,S-B3,3
-70.0912,18.566817,B-0126,S-A2,7.3
-69.28405,18.472533,CRD-2302,S-SPM,11.3
-69.310217,18.4604,A-2301,S-SPM,11.6
-69.978833,18.453633,B-0106,S-A3,22.4
-69.86995,18.5472,B-0143,S-B2,24.6
-69.89535,18.492317,A-0107,S-A1,6.2
-68.6966,18.616683,A-1103,S-HIG,4.7
-69.8985,18.5076,B-0102,S-A1,9.5
-69.919117,18.55025,A-0113,S-B2,26.8
-70.2892,18.313933,A-1702,S-BAN,24.7
-70.2934,18.2578,CRD-1703,S-BAN,
-69.814717,18.543417,A-0114,S-B3,13.6
-69.805833,18.5307,B-0142,S-B3,18.2
-69.729183,18.465183,A-0115,S-B3,16.6
-69.944033,18.50445,B-0122,S-A3,36
-69.974483,18.482517,B-0105,S-A3,17.8
-69.977133,18.478433,A-0110,S-A3,9.8
-69.8904,18.551933,B-0150,S-B2,17.6
-70.003883,18.469533,A-0110,S-A3,24.4
-69.0039,18.4044,CRD-1203,S-LRO,20.3
-69.8446,18.5037,CRD-0161,S-B3,
-69.903567,18.49085,B-0102,S-A1,35.2
-69.993617,18.538883,B-0126,S-A2,14.3
-69.89333,18.508055,B-0121,S-A1,0.3
-70.020533,18.5236,A-0104,S-A2,16.5
-69.981167,18.4662,B-0105,S-A3,19.1
-69.000583,18.403883,CRD-1204,S-LRO,7.3
-70.544933,18.211883,CRD-1706,S-BAN,16.4
-70.1806,18.337083,A-2104,S-YAG,19.9
-69.7734,18.4686,B-0157,S-B3,
-69.68995,18.4908,B-0158,S-B2,15.2
-69.94956711,18.46244641,,S-A1,
-70.3253,18.2895,CRD-1708,S-BAN,10.3
-69.907117,18.5064,B-0133,S-A1,10.5
-69.8662,18.5046,B-0140,S-B1,22.1
-70.05095,18.5443,A-0105,S-A2,35.7
-70.1632,18.2572,,S-SGP,
-69.918517,18.531483,B-0152,S-B2,14.5
-69.9093,18.4989,B-0109,S-A1,18.8
-69.89715,18.467817,B-0102,S-A1,16
-69.8622,18.5169,B-0140,S-B1,22.3
-69.94956711,18.46244641,,S-A3,
-69.836917,18.4912,B-0112,S-B1,19.4
-69.8255,18.50875,A-0114,S-B3,40
-69.698612,18.5575,,S-B3,
-69.94956711,18.46244641,,S-A1,
-69.99416,18.53139,B-0130,S-A2,
-69.8858,18.518,B-0142,S-B1,
-69.6308,18.4458,,S-B2,
-68.71085,18.609883,B-1101,S-HIG,5.2
-69.9346,18.4501,B-0127,S-A3,5.8
-69.8116,18.470117,B-0153,S-B3,15.9
-70.0309,18.4846,,S-A2,
-69.822483,18.513117,B-0155,S-B3,29
-68.3678,18.5326,A-1107,S-HIG,
-69.846717,18.468483,B-0119,S-B1,15.5
-70.3439,18.2606,,S-BAN,
-69.0051,18.4391,CRD-1201,S-VHE,
-70.0309,18.4846,,S-A3,
-69.996,18.5119,A-0109,S-A2,6.2
-69.996617,18.731417,A-2901,S-YAM,9.8
-69.011783,18.438667,CRD-1201,S-VHE,5.6
-70.1654,18.4014,A-2102,S-SC,24.7
-70.019167,18.524723,B-0125,S-A2,
-68.9677,18.4232,CRD-1205,S-LRO,
-70.0307,18.4385,B-2110,S-BH,18.8
-69.980433,18.471833,A-0110,S-A3,20
-70.2356,18.3386,,S-YAG,
-70.0153,18.5338,B-0134,S-A2,6.4
-70.1325,18.3687,CRD-2107,S-SC,6.2
-69.8799,18.4947,A-0103,S-A1,3
