longitude,latitude,primary_unitid,zone,dispatch_date_to_onscene_date_mins
-69.9751,18.558467,B-0145,S-B2,45.2
-69.99795,18.50395,A-0109,S-A3,17.6
-69.937967,18.506817,B-0111,S-A3,7
-70.154517,18.540717,A-2101,S-VAL,9.1
-70.2955,18.27,,S-BAN,
-69.91361,18.489166,A-0101,S-A1,16.2
-69.9401,18.4456,B-0127,S-A3,
-69.9093,18.4989,,S-A1,
-69.8395,18.50305,B-0139,S-B1,41.1
-69.8064,18.4728,CRD-0161,S-B3,17.6
-69.885267,18.50115,A-0103,S-A1,9.2
-68.4044,18.613,B-1104,S-HIG,18.1
-69.0105,18.4546,CRD-1201,S-VHE,32.9
-69.868867,18.5359,B-0143,S-B2,7
-69.9026,18.50565,B-0115,S-A1,17.1
-69.918417,18.530583,B-0150,S-B2,7.5
-69.92765,18.583233,A-0113,S-B2,16
-69.8446,18.5037,CRD-0162,S-B3,
-69.938083,18.506983,B-0122,S-A3,13.8
-69.86015,18.539033,A-0111,S-B2,17.5
-70.0309,18.4846,A-0109,S-A3,21.6
-69.307667,18.4688,CRD-2301,S-SPM,10.1
-69.8675,18.512223,CRD-0160,S-B1,7.7
-69.819367,18.475283,A-0116,S-B3,20.1
-69.856017,18.482817,B-0112,S-B1,0
-69.033867,18.444133,CRD-1205,S-VHE,38.7
-69.0051,18.4391,,S-VHE,
-68.4044,18.613,,S-HIG,
-69.866,18.4707,A-0106,S-B1,
-69.8732,18.5072,B-0140,S-B1,
-69.830333,18.480083,A-0108,S-B1,18
-69.9084,18.4886,A-0101,S-A1,
-69.314217,18.456017,A-2301,S-SPM,18.5
-69.860333,18.543083,B-0143,S-B2,12.3
-69.822017,18.50135,B-0156,S-B3,8.7
-69.0112,18.4449,CRD-1203,S-VHE,
-69.9093,18.4989,A-0103,S-A1,24.6
-69.8941,18.4767,,S-A1,
-69.908517,18.458133,B-0102,S-A1,5.1
-70.0238,18.766217,CRD-2904,S-YAM,6
-69.82305,18.522817,B-0140,S-B3,15.5
-69.881283,18.507267,B-0109,S-A1,15.6
-68.703683,18.633617,B-1104,S-HIG,22.5
-69.843067,18.516217,B-0112,S-B1,16.3
-70.0175,18.506017,CRD-0123,S-A2,12.2
-69.969033,18.479233,A-0110,S-A3,10.5
-69.911517,18.48635,B-0108,S-A1,9.3
-69.9283,18.538,B-0150,S-B2,
-69.905567,18.557517,B-0150,S-B2,12.5
-69.0051,18.4391,CRD-1205,S-VHE,
-69.926683,18.542417,A-0113,S-B2,15.3
-69.007267,18.457517,CRD-1203,S-VHE,31
-70.048133,18.541433,B-0125,S-A2,0
-68.975517,18.4287,A-1202,S-LRO,7
-70.024883,18.4163,CRD-2113,S-BH,11.7
-69.82995,18.580817,B-0148,S-B2,21.3
-69.891683,18.518667,B-0141,S-B1,17.5
-70.3298,18.2848,,S-BAN,
-69.9236,18.489,B-0107,S-A1,52.9
-69.89555,18.4977,B-0108,S-A1,12.9
-69.992417,18.491767,CRD-0113,S-A3,12.6
-69.291033,18.561517,CRD-2306,S-CON,45.8
-69.921333,18.571467,A-0113,S-B2,12.5
-69.809433,18.49345,B-0154,S-B3,12.8
-69.8435,18.5358,B-0155,S-B3,9.2
-69.735783,18.476533,A-0115,S-B3,23.9
-70.0607,18.4814,,S-A3,
-68.3678,18.5326,A-1106,S-HIG,6.6
-69.6483,18.7624,,S-MPL,
-69.943317,18.595,B-0151,S-B2,14.7
-70.003117,18.468833,CRD-0113,S-A3,14.6
-69.634367,18.753883,A-2902,S-BAY,20.1
-69.921433,18.50645,B-0101,S-A1,6.3
-69.86805,18.514633,A-0108,S-B1,17.5
-69.882383,18.527183,B-0143,S-B2,8.2
-69.8282,18.531683,B-0156,S-B3,17.1
-69.9559,18.469,B-0106,S-A3,23.7
-69.638334,18.756945,,S-MPL,
-70.024917,18.5289,A-0104,S-A2,18
-70.03015,18.416467,CRD-2113,S-BH,9.5
-69.930717,18.544567,A-0111,S-B2,4.2
-70.0506,18.5429,A-0104,S-A2,
-69.974283,18.491,CRD-0123,S-A3,9.3
-70.1806,18.337083,A-2104,S-YAG,8.1
-70.0326,18.524883,B-0117,S-A2,17.8
-69.985683,18.449967,A-0110,S-A3,26.1
-68.9888,18.4352,CRD-1204,S-LRO,
-69.995833,18.430533,B-0114,S-A3,22.3
-69.95335,18.47655,U-0120,S-A3,44.7
-69.99575634,18.7332979,CRD-2903,S-YAM,12.4
-69.8884,18.5083,B-0109,S-A1,15.1
-68.72005,18.610333,A-1108,S-HIG,14.2
-69.014167,18.450767,CRD-1201,S-VHE,18.4
-68.3956,18.58375,B-1104,S-HIG,41.9
-69.6097,18.4508,,S-B2,
-69.99365,18.430917,B-0114,S-A3,16.3
-69.797567,18.5041,B-0154,S-B3,10.7
-69.852367,18.580783,A-0113,S-B2,39.3
-69.9281,18.5013,A-0103,S-A1,
-70.045333,18.523717,B-0117,S-A2,9.1
-69.9208,18.462383,B-0102,S-A1,28.9
-70.191983,18.70095,A-2105,S-VAL,7.1
-69.869483,18.5102,CRD-0160,S-B1,0
-69.611389,18.448056,,S-B2,
-68.9859,18.430083,A-1202,S-LRO,28.1
-69.911517,18.542517,A-0113,S-B2,25.9
-68.9922,18.4383,CRD-1202,S-LRO,6.6
-69.8367,18.4951,B-0140,S-B1,28.5
-69.944583,18.474183,B-0124,S-A3,21.1
-69.974383,18.472833,A-0110,S-A3,0
-69.892933,18.560383,A-0113,S-B2,31.7
-69.965133,18.481867,CRD-0123,S-A3,5.6
-68.997717,18.436283,CRD-1201,S-VHE,9.3
-69.980467,18.462383,B-0105,S-A3,12.6
-69.9272,18.451,A-0107,S-A1,15.5
-69.91715,18.536083,B-0144,S-B2,39
-70.0071,18.4812,B-0105,S-A3,10.2
-69.90305,18.515467,A-0111,S-B2,29.4
-69.10435,18.446967,CRD-2304,S-RSA,7.8
-69.85685,18.505817,B-0140,S-B1,15.2
-69.8997,18.49325,B-0108,S-A1,18.6
-69.7946,18.5038,B-0140,S-B3,
-69.908017,18.556917,A-0113,S-B2,21
-69.8446,18.5037,CRD-0161,S-B3,25.3
-70.2037,18.2811,CRD-1708,S-NIZ,
-70.334683,18.283183,CRD-1702,S-BAN,16.3
-68.579717,18.806567,B-1103,S-HIG,36.1
-70.0525,18.4949,,S-A2,
-69.6308,18.4458,,S-B2,
-70.0506,18.5429,B-0125,S-A2,
-69.62115,18.450783,B-0158,S-B2,31
-69.6836,18.4563,,S-B2,
-69.89495,18.5063,CRD-0132,S-A1,20
-69.006883,18.451983,CRD-1201,S-VHE,22.4
-69.946633,18.480467,A-0117,S-A3,4.7
-69.771917,18.4707,B-0153,S-B3,12.8
-69.9778,18.467017,A-0110,S-A3,12.4
-69.924367,18.5797,B-0149,S-B2,8.6
-70.04045,18.540467,A-0105,S-A2,6.6
-70.037367,18.523383,B-0117,S-A2,3.3
-69.841533,18.535817,B-0156,S-B3,3.2
-69.02245,18.449783,A-1202,S-VHE,6.2
-70.1001,18.4221,CRD-2103,S-SC,7.7
-69.9389,18.4724,B-0124,S-A1,24.2
-70.055433,18.55355,B-0128,S-A2,7
-70.00635,18.427933,B-0136,S-A3,12.5
-69.979083,18.4619,B-0105,S-A3,9.9
-69.86425,18.508817,B-0142,S-B1,8.5
-69.839417,18.471117,B-0119,S-B1,10.3
-69.806267,18.52565,B-0155,S-B3,16.5
-69.866583,18.50455,A-0108,S-B1,55.4
-69.968217,18.486217,B-0111,S-A3,4.6
-70.042517,18.529567,B-0117,S-A2,15.7
-69.9412,18.468283,B-0120,S-A3,11.8
-70.000033,18.542633,B-0126,S-A2,18.2
-69.675001,18.458334,,S-B2,
-68.4044,18.613,A-1106,S-HIG,11.9
-69.697,18.4701,,S-B2,
-69.924883,18.541517,B-0149,S-B2,10.7
-69.403283,18.431567,A-2302,S-GUA,22.2
-69.770733,18.48685,CRD-0162,S-B3,11.8
-70.018617,18.477367,CRD-0113,S-A2,21.4
-70.1105,18.4155,CRD-2103,S-SC,9.1
-69.939733,18.540917,B-0149,S-B2,17.4
-69.918334,18.467223,,S-LRO,
-70.1245,18.439,A-2102,S-SC,
-69.967778,18.461667,B-0120,S-A3,11
-70.34505,18.260867,CRD-1709,S-BAN,33.1
-69.944183,18.523267,B-0149,S-B2,11.9
-69.6836,18.4563,,S-B2,
-69.6393,18.7537,,S-MPL,
-69.923633,18.527117,B-0150,S-B2,4.5
-70.326833,18.295783,CRD-1701,S-BAN,7.4
-69.9654,18.4526,B-0120,S-A3,
-69.8769,18.53315,B-0144,S-B2,10
-69.9147,18.507917,B-0101,S-A1,9.3
-69.9924,18.4766,A-0110,S-A3,2.5
-69.783767,18.470017,CRD-0162,S-B3,16.2
-68.7159,18.5964,B-1101,S-HIG,
-69.9552,18.4455,B-0104,S-A3,39.2
-70.036112,18.478056,,S-A2,
-69.457783,18.420183,A-2302,S-GUA,17.8
-69.8064,18.4728,B-0158,S-B3,
-70.116433,18.409433,CRD-2105,S-SC,14.8
-68.984733,18.431417,CRD-1201,S-LRO,27.4
-69.001217,18.403783,CRD-1204,S-LRO,32.7
-69.847067,18.4765,B-0112,S-B1,9.9
-69.87505,18.480433,B-0139,S-B1,11.2
-69.9552,18.4455,B-0114,S-A3,18.3
-69.968283,18.4513,B-0120,S-A3,11.5
-70.04025,18.542583,B-0128,S-A2,19.8
-69.8303,18.57955,B-0143,S-B2,16.9
-68.4197,18.5848,A-1106,S-HIG,
-69.90875,18.479,CRD-0161,S-A1,6.8
-70.1315,18.4101,CRD-2107,S-SC,12.8
-69.923433,18.46415,A-0107,S-A1,18
-69.013183,18.448933,CRD-1201,S-VHE,19.7
-70.016267,18.52025,B-0126,S-A2,11.6
-69.938967,18.537717,B-0149,S-B2,23.9
-69.876967,18.500633,A-0103,S-A1,14.4
-69.9281,18.5013,B-0122,S-A1,
-69.9969,18.435483,B-0114,S-A3,10.2
-69.8755,18.4839,B-0137,S-B1,17.3
-69.822483,18.501283,A-0114,S-B3,46.3
-69.891433,18.505933,CRD-0132,S-A1,26.1
-68.667783,18.834,A-1104,S-HIG,13.6
-69.8941,18.4767,B-0107,S-A1,16.8
-69.941117,18.534167,B-0145,S-B2,11.5
-70.00115,18.437017,B-0114,S-A3,38.5
-68.673233,18.636433,A-1103,S-HIG,34.3
-69.909083,18.47915,CRD-2103,S-A1,20
-68.414167,18.599723,A-1102,S-HIG,14.3
-68.5475,18.768612,B-1103,S-HIG,23.2
-70.1524,18.5599,A-2105,S-VAL,18.7
-68.4044,18.613,A-1103,S-HIG,0
-70.0057,18.5429,B-0128,S-A2,9.2
-69.851433,18.817133,CRD-2901,S-MPL,5.9
-69.95085,18.465883,B-0120,S-A3,21.4
-70.01365,18.520533,A-0104,S-A2,0.2
-69.911467,18.497317,B-0115,S-A1,31.7
-69.9993,18.487983,CRD-0113,S-A3,5.2
-69.814517,18.4968,B-0154,S-B3,10.8
-70.025283,18.431,CRD-2111,S-BH,17.2
-69.9084,18.4886,B-0107,S-A1,20.4
-69.941583,18.563583,A-0113,S-B2,0
-69.8682,18.496717,CRD-0160,S-B1,9.8
-69.981117,18.565883,B-0151,S-B2,8.2
-69.879967,18.4955,B-0121,S-A1,4.8
-69.9496,18.4624,B-0120,S-A3,21.4
-70.24455,18.257,A-1704,S-BAN,16.7
-69.877767,18.496633,B-0109,S-A1,7.1
-70.0525,18.4949,CRD-0116,S-A3,5.4
-69.73935,18.523767,A-0116,S-B2,28.7
-69.9103,18.4789,A-0101,S-A1,8.4
-69.896333,18.495883,B-0102,S-A1,30.2
-69.8161,18.535,B-0141,S-B3,
-70.358056,18.392778,CRD-1706,S-BAN,15.3
-69.924133,18.50305,B-0115,S-A1,21.3
-69.8609,18.5351,B-0143,S-B2,15.3
-69.62,18.5305,,S-B3,
-69.882883,18.50465,B-0121,S-A1,27.4
-69.6066,18.5475,A-0116,S-B3,
-69.9393,18.5066,B-0105,S-A3,19.8
-69.650633,18.447867,A-0115,S-B2,11.4
-69.940167,18.542733,B-0145,S-B2,13.1
-69.9252,18.5297,B-0146,S-B2,7.3
-69.451917,18.421917,A-2302,S-GUA,11.3
-69.885917,18.49165,B-0115,S-A1,6.8
-69.899033,18.501617,B-0109,S-A1,27.1
-68.994583,18.4024,CRD-1204,S-LRO,10.5
-69.9819,18.525533,B-0106,S-A3,12.1
-69.808267,18.515917,B-0156,S-B3,28.9
-69.93915,18.53305,A-0111,S-B2,6.7
-69.6489,18.7545,,S-B3,
-69.9236,18.489,B-0107,S-A1,12.8
-69.909083,18.47915,CRD-2103,S-A1,5.5
-69.94005,18.4842,A-0107,S-A1,10.5
-70.050983,18.550033,B-0128,S-A2,0
-69.850633,18.49545,B-0142,S-B1,11.7
-68.990817,18.428767,A-1202,S-LRO,33.1
-68.68315,18.5347,A-1109,S-HIG,29.6
-69.9293,18.4455,B-0127,S-A3,13.7
-69.6852,18.625,,S-B3,
-70.0506,18.5429,B-0128,S-A2,17.2
-69.9161,18.5223,B-0107,S-A1,
-69.69028,18.453056,A-0115,S-B3,
-69.870983,18.491733,B-0138,S-B1,10.6
-70.040717,18.518883,A-0104,S-A2,25.3
-69.8483,18.4936,B-0139,S-B1,25.8
-69.877017,18.5411,B-0143,S-B2,27.2
-68.979083,18.435367,CRD-1202,S-LRO,20.5
-70.030017,18.42065,CRD-2111,S-BH,25.2
-69.866,18.4707,CRD-0160,S-B1,
-69.670817,18.617217,A-0116,S-B2,12.4
-70.0309,18.4846,CRD-0116,S-A3,6.2
-68.7195,18.6173,A-1102,S-HIG,0
-69.9321,18.4436,B-0127,S-A3,7.7
-69.9761,18.4713,A-0110,S-A3,17.7
-69.866,18.4707,B-0142,S-B1,39.9
-69.5578,18.4271,A-0117,S-B3,5.3
-68.98835,18.428433,CRD-1203,S-LRO,15.4
-69.823,18.4797,B-0112,S-B3,41.6
-69.892333,18.541067,A-0113,S-B2,45.8
-70.059,18.4235,,S-SC,
-68.9988,18.440283,CRD-1202,S-VHE,38.4
-69.7872529,18.49847071,CRD-0162,S-B3,14.6
-70.0832,18.4227,A-2101,S-SC,
-69.697,18.4701,,S-B2,
-70.2519,18.7811,CRD-2118,S-VAL,10.3
-70.049767,18.46,CRD-2111,S-BH,13.6
-69.911467,18.530417,B-0152,S-B2,7
-69.93795,18.50625,A-0111,S-A3,5.3
-69.984533,18.427417,B-0136,S-A3,21.8
-69.915383,18.573183,A-0113,S-B2,8.9
-69.849083,18.468867,A-0106,S-B1,12.2
-70.010367,18.4347,CRD-2113,S-BH,13.2
-70.1072,18.4789,CRD-2111,S-SC,
-68.7118,18.6353,A-1108,S-HIG,
-69.7873,18.5124,CRD-0160,S-B1,
-69.9746,18.4796,B-0105,S-A3,
-69.9079,18.5563,B-0150,S-B2,9.2
-69.8941,18.4767,B-0121,S-A1,
-69.842283,18.531033,B-0154,S-B3,26.9
-69.794533,18.472333,B-0153,S-B3,15.2
-69.6837,18.4715,,S-B2,
-69.2919,18.452583,CRD-2302,S-SPM,15.9
-69.96595,18.496183,B-0111,S-A3,25.4
-69.9372,18.4414,,S-A1,
-69.904367,18.53835,B-0145,S-B2,8.7
-69.8192,18.515017,B-0156,S-B3,12.1
-69.9673,18.4885,B-0136,S-A3,5.9
-69.8883,18.4998,A-0103,S-A1,
-68.65705,18.653633,A-1103,S-HIG,18
-69.915467,18.518233,A-0111,S-B2,14.8
-70.024783,18.410967,A-2103,S-BH,28.7
-69.6489,18.7545,,S-BAY,
-69.879117,18.485267,B-0142,S-B1,9.9
-70.01,18.436,CRD-2113,S-BH,
-70.0421,18.5257,B-0117,S-A2,6.8
-69.977917,18.45925,B-0105,S-A3,11.3
-69.9775,18.4317,B-0104,S-A3,
-70.03455,18.522517,B-0126,S-A2,8.6
-69.836417,18.474133,A-0106,S-B1,9.7
-69.990433,18.444933,B-0136,S-A3,24.4
-69.933417,18.55615,A-0112,S-B2,9.3
-70.0087,18.4842,,S-A2,
-69.9093,18.4989,B-0107,S-A1,12.5
-69.847567,18.53475,B-0140,S-B1,7.5
-69.968717,18.494617,B-0122,S-A3,30.6
-70.018133,18.53705,B-0126,S-A2,20.3
-69.855883,18.528333,B-0141,S-B1,13.8
-69.8548,18.472833,B-0137,S-B1,16
-70.33885,18.296717,A-1701,S-BAN,11.4
-69.89872182,18.49461503,B-0108,S-A1,28.2
-69.996183,18.43045,B-0114,S-A3,10.4
-70.3613,18.3539,CRD-1701,S-BAN,20.1
-69.8858,18.518,B-0139,S-B1,
-69.9473,18.4739,B-0111,S-A3,6.5
-69.95115,18.466767,B-0120,S-A3,4.8
-70.035767,18.39765,A-2103,S-BH,8.5
-69.819,18.4654,A-0115,S-B3,
-69.907,18.536517,B-0144,S-B2,14.2
-69.975917,18.506683,B-0122,S-A3,4.7
-70.1109,18.41495,CRD-2105,S-SC,4.5
-69.9763,18.4491,B-0127,S-A3,
-70.0309,18.4846,,S-A2,
-69.971817,18.482717,A-0110,S-A3,14.6
-69.892933,18.491533,B-0115,S-A1,6.3
-69.9673,18.4885,CRD-0123,S-A3,9.8
-70.041317,18.481067,B-0136,S-A2,28.4
-69.889633,18.503167,CRD-0132,S-A1,1.5
-69.3092,18.4531,A-2301,S-SPM,
-69.8298,18.4912,B-0112,S-B1,
-69.8064,18.4728,B-0153,S-B3,
-69.88875,18.49775,B-0115,S-A1,5.6
-69.6836,18.4563,,S-B3,
-70.103633,18.427467,A-2101,S-SC,16.8
-69.9473,18.4739,B-0124,S-A3,7.3
-69.781183,18.497333,B-0154,S-B3,29.1
-70.0071,18.4812,CRD-0123,S-A3,5.1
-70.037933,18.394833,A-2103,S-BH,5.3
-69.994717,18.4698,B-0114,S-A3,17.8
-69.891583,18.502067,B-0109,S-A1,5.9
-69.924433,18.535017,B-0145,S-B2,6.1
-68.976317,18.417317,CRD-1202,S-LRO,11
-70.021233,18.481533,A-0110,S-A2,5.9
-69.86815,18.5378,B-0146,S-B2,6.2
-69.9991,18.536333,B-0130,S-A2,5.7
-69.8614,18.533017,B-0143,S-B2,21.2
-70.0607,18.4814,,S-A2,
-69.6308,18.4458,,S-B3,
-70.0265,18.428617,CRD-2111,S-BH,15.1
-69.6308,18.4458,B-0159,S-B2,
-70.109533,18.403333,CRD-2105,S-SC,20.4
-68.6866,18.4602,B-1105,S-SRY,31
-68.662583,18.649333,A-1103,S-HIG,24.1
-69.9281,18.5013,B-0110,S-A1,17.4
-69.911117,18.463067,B-0103,S-A1,16.1
-68.717317,18.615067,A-1102,S-HIG,12.1
-68.7205,18.6219,,S-HIG,
-69.890183,18.5091,CRD-0132,S-A1,28.7
-69.906683,18.4891,A-0103,S-A1,27.2
-69.9266,18.4753,A-0101,S-A1,9.6
-70.1423,18.4338,,S-SC,
-69.91385,18.55355,A-0111,S-B2,19.6
-69.842283,18.530583,A-0114,S-B3,21.7
-69.884017,18.490833,A-0103,S-A1,29.7
-70.0607,18.4814,CRD-0116,S-A3,17.4
-69.9954,18.4426,B-0114,S-A3,10.4
-70.046533,18.515267,B-0117,S-A2,18.5
-69.863733,18.5134,CRD-0160,S-B1,19.2
-70.120317,18.419567,A-2102,S-SC,32.6
-70.043017,18.48255,CRD-0116,S-A2,8.9
-69.901017,18.4794,A-0103,S-A1,24.2
-69.950817,18.4638,CRD-0123,S-A3,6.6
-68.4197,18.5848,A-1106,S-HIG,15.9
-69.986867,18.53255,A-0109,S-A3,9.9
-69.8435,18.5358,B-0155,S-B3,
-69.909683,18.5424,B-0144,S-B2,8.9
-70.029133,18.4133,CRD-2113,S-BH,14.7
-69.6097,18.4508,A-0115,S-B3,
-69.8388,18.472217,B-0119,S-B1,17.5
-70.033117,18.592467,A-0105,S-A2,16.8
-69.8858,18.518,CRD-0160,S-B1,12.7
-69.8421,18.4959,,S-B1,
-69.976733,18.526067,A-0109,S-A3,12.9
-69.865717,18.473183,B-0137,S-B1,9.6
-69.7743,18.484517,CRD-0162,S-B3,19.2
-70.0187,18.4947,,S-A2,
-69.8104,18.469,B-0153,S-B3,8.2
-70.0187,18.4947,,S-A2,
-69.8856,18.5084,CRD-0132,S-A1,26.2
-70.300583,18.259333,CRD-1703,S-BAN,24.1
-69.842778,18.498056,B-0140,S-B1,23.5
-69.8421,18.4959,B-0142,S-B1,
-69.0141,18.45415,CRD-1205,S-VHE,17.3
-69.9815,18.4744,A-0110,S-A3,
-70.0041,18.5101,A-0105,S-A2,
-69.887617,18.472767,B-0101,S-A1,33.1
-70.041167,18.52065,B-0126,S-A2,28.4
-69.941533,18.5661,A-0112,S-B2,36.2
-69.697483,18.5602,B-0154,S-B2,17.1
-70.0241,18.5272,A-0104,S-A2,16.5
-69.924667,18.476867,A-0107,S-A1,0.4
-69.886567,18.5181,B-0141,S-B1,17.6
-69.959767,18.504033,CRD-0123,S-A3,13.1
-69.841667,18.49395,A-0106,S-B1,6.4
-69.8283,18.532033,B-0155,S-B3,11
-70.05195,18.488283,CRD-0116,S-A2,9.6
-69.941933,18.538367,B-0149,S-B2,11.3
-69.8209,18.481867,B-0153,S-B3,23.7
-70.044233,18.544717,A-0105,S-A2,24.9
-69.808967,18.508067,B-0155,S-B3,16
-69.874717,18.480617,B-0137,S-B1,7.5
-70.061386,18.642778,B-0134,S-A2,10.9
-69.9794,18.4677,,S-A3,
-70.0371,18.6199,B-0134,S-A2,12.8
-69.94244757,18.43857673,B-0127,S-A3,8.3
-68.605883,18.378717,B-1105,S-SRY,10.1
-68.986617,18.445433,A-1202,S-LRO,16.3
-70.002767,18.465083,CRD-0113,S-A3,8.3
-69.63930422,18.75374304,A-2902,S-BAY,28.7
-69.8583,18.475617,B-0119,S-B1,27.2
-69.202867,18.532233,CRD-2305,S-RSA,14.8
-69.981867,18.4477,B-0114,S-A3,22
-69.433633,18.4415,A-2301,S-GUA,21.2
-69.927283,18.460217,B-0103,S-A1,33.4
-69.8366,18.5117,,S-B1,
-69.884517,18.4983,A-0103,S-A1,11
-69.8837,18.4975,B-0106,S-A1,
-69.29935,18.453183,CRD-2303,S-SPM,20.8
-68.70715,18.630683,A-1108,S-HIG,6.4
-69.903717,18.516417,B-0151,S-B2,35
-70.035983,18.543317,B-0126,S-A2,44.9
-69.869233,18.529683,B-0143,S-B2,35.4
-69.937817,18.5864,B-0150,S-B2,4.2
-68.710533,18.630533,A-1108,S-HIG,16.6
-69.891917,18.503517,B-0124,S-A1,9
-69.7734,18.4686,A-0116,S-B3,4.6
-70.14195,18.53845,CRD-2116,S-VAL,8.7
-69.6521,18.4509,,S-B2,
-69.92055,18.574083,B-0146,S-B2,14.5
-69.849733,18.522583,B-0141,S-B1,17.9
-69.79655,18.5199,B-0156,S-B3,14.4
-68.978967,18.437983,CRD-1202,S-LRO,15.5
-70.0386,18.477383,A-0104,S-A2,19
-69.8446,18.5037,A-0114,S-B3,15
-69.9029,18.466583,B-0103,S-A1,17.4
-69.8196,18.4736,B-0153,S-B3,17.9
-69.850933,18.471467,B-0137,S-B1,17
-69.86175,18.484867,B-0140,S-B1,36.6
-69.815883,18.5409,A-0114,S-B3,26.7
-69.891083,18.562017,A-0113,S-B2,34.5
-69.697,18.4701,B-0154,S-B3,18.4
-69.887167,18.49925,B-0115,S-A1,7.6
-69.983417,18.471683,A-0110,S-A3,34.1
-69.8078,18.5199,B-0155,S-B3,22.3
-69.87465,18.508617,CRD-0160,S-B1,20.6
-69.8174,18.5432,B-0153,S-B3,
-69.8127,18.475317,A-0114,S-B3,17.3
-69.8231,18.4708,A-0117,S-B3,12
-69.838117,18.473333,B-0119,S-B1,25.2
-69.3031,18.4631,CRD-2303,S-SPM,16.6
-68.8267,18.446417,CRD-1106,S-SRY,19.2
-69.6489,18.7545,,S-BAY,
-69.891983,18.505167,B-0109,S-A1,20
-69.645617,18.752133,A-2902,S-BAY,15.3
-70.033183,18.409683,CRD-2113,S-BH,14
-69.82875,18.513,B-0155,S-B3,20.8
-69.9093,18.56915,A-0113,S-B2,7.2
-69.838317,18.517217,B-0142,S-B1,6.4
-69.307183,18.4624,CRD-2303,S-SPM,9
-69.880983,18.4937,B-0101,S-A1,26
-69.896083,18.499483,B-0109,S-A1,12.7
-69.29805,18.447717,A-2301,S-SPM,21.8
-69.9084,18.4886,A-0101,S-A1,
-69.9162,18.5532,B-0150,S-B2,32.8
-69.3001,18.554417,CRD-2306,S-CON,16.5
-69.8858,18.518,CRD-0160,S-B1,6.2
-69.864433,18.506433,A-0108,S-B1,19.4
-69.995733,18.529083,B-0130,S-A2,9
-69.6028,18.4486,A-0117,S-B2,20.5
-69.877533,18.503883,B-0109,S-A1,19.8
-69.800133,18.478667,B-0112,S-B3,8.1
-69.865633,18.4756,B-0119,S-B1,17.6
-70.293083,18.2663,CRD-1703,S-BAN,14.9
-69.0051,18.4391,CRD-1203,S-VHE,
-69.9921,18.4439,B-0136,S-A3,
-70.008,18.52555,B-0131,S-A2,18.9
-69.9281,18.5013,B-0133,S-A1,
-69.933467,18.449583,B-0114,S-A3,12
-70.0694,18.5627,A-0105,S-A2,
-69.014083,18.451183,CRD-1204,S-VHE,12.2
-69.9372,18.4414,,S-A1,
-69.8715,18.6711,,S-B2,
-69.8715,18.6711,,S-B2,
-69.697,18.4701,,S-B2,
-69.30875,18.455083,CRD-2301,S-SPM,13.7
-69.9424,18.4652,U-0120,S-A3,
-70.4156,18.2376,CRD-1709,S-MAT,19.8
-69.958283,18.431167,B-0124,S-A3,25.3
-69.86585,18.5142,A-0108,S-B1,12.8
-69.981117,18.43045,CRD-2111,S-A3,40.4
-69.946783,18.4806,A-0115,S-A3,18.4
,,CRD-0113,S-A3,
-69.935883,18.533333,B-0145,S-B2,12.3
-69.988783,18.513083,A-0109,S-A3,4
-69.8981,18.4901,CRD-0132,S-A1,
-68.712,18.5917,,S-HIG,
-70.0187,18.4947,,S-A2,
-69.6836,18.4563,,S-MPL,
-69.904433,18.529583,B-0144,S-B2,23.1
-69.017883,18.450983,CRD-1203,S-VHE,20.2
-69.8584,18.5522,B-0146,S-B2,
-69.881833,18.517533,B-0141,S-B1,35
-69.904367,18.557517,A-0113,S-B2,6.6
-70.127983,18.323983,CRD-2115,S-SC,16.6
-69.902967,18.505483,CRD-0132,S-A1,14.1
-69.9281,18.5013,B-0110,S-A1,11.3
-69.751833,18.492183,A-0116,S-B3,14.6
-69.888283,18.510233,B-0109,S-A1,16
-69.825133,18.526133,B-0155,S-B3,16.5
-69.0124,18.45585,CRD-1201,S-VHE,23.3
-69.939083,18.5401,B-0145,S-B2,8.7
-69.79845,18.553033,B-0154,S-B3,15
-69.912333,18.522517,A-0111,S-B2,31.5
-69.925917,18.58465,B-0151,S-B2,15.8
-69.995183,18.52825,B-0126,S-A2,16.6
-69.981583,18.4649,B-0129,S-A3,10.9
-69.93985,18.501233,CRD-0123,S-A3,7.9
-69.86925,18.514867,A-0108,S-B1,15.8
-69.8722,18.50325,CRD-0160,S-B1,10.9
-69.997433,18.540183,B-0126,S-A2,11.4
-69.807017,18.469717,CRD-0162,S-B3,13.6
-69.913033,18.489367,CRD-0132,S-A1,9.2
-69.788133,18.5425,B-0156,S-B3,14.9
-69.98865,18.487,CRD-0123,S-A3,0.9
-69.982667,18.517067,A-0109,S-A3,19.1
-69.860333,18.4745,B-0119,S-B1,19.8
-69.80444,18.5225,CRD-0161,S-B3,14.7
-69.92745,18.456817,B-0103,S-A1,10
-69.8383,18.4749,A-0106,S-B1,0
-69.00855,18.401267,CRD-1204,S-LRO,38.7
-69.963417,18.449367,B-0120,S-A3,9.5
-69.960483,18.469883,B-0106,S-A3,0
-70.033783,18.44315,B-2110,S-BH,14.7
-69.8196,18.4736,A-0115,S-B3,18.3
-69.7576,18.4767,CRD-0161,S-B3,36.4
-70.0057,18.5429,B-0134,S-A2,
-69.7888,18.805267,CRD-2901,S-MPL,10.2
-69.8431,18.592,B-0150,S-B2,16.5
